id,annotator_code,combo_id,base_id,seed_id,level,class_tag,ratio_type,matchup_key,model_a,model_b,a_existence,a_appearance,a_interaction,b_existence,b_appearance,b_interaction,preference,prompt_ilogical,created_at
735dc793-ba0f-496f-b354-9aefa5b58cc3,2,pair01_15426,15426,24231,6,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,0,1,A,False,2026-04-30 03:56:37.996138+00:00
76d4230e-87f1-4744-8094-a501eb524dd0,6,pair01_12205,12205,23329,8,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,1,0,B,False,2026-04-30 03:56:46.109411+00:00
f8a0f7a4-9dd6-42d6-80bb-158e227fe489,2,pair01_15427,15427,24231,4,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,1,0,B,False,2026-04-30 03:56:54.365898+00:00
b72d0cc3-b067-4556-a8c7-fb14f608ae79,2,pair01_15428,15428,24231,2,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,1,0,A,False,2026-04-30 03:57:03.967597+00:00
df426435-f17b-48d8-b7f3-202fd49bbe3c,5,pair02_33704,33704,32253,2,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,1,1,0,1,1,1,B,False,2026-04-30 03:57:05.160601+00:00
91fdae4e-305f-48f2-9284-d0988ef2460a,6,pair01_12206,12206,23329,6,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,1,0,B,False,2026-04-30 03:57:17.182819+00:00
f688186c-d1e5-4cc6-bd85-3d0a68ef3798,6,pair01_12207,12207,23329,4,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,1,1,B,False,2026-04-30 03:57:37.481265+00:00
902ae98e-9216-43d5-aad9-a1eb61753424,2,pair02_15425,15425,24231,8,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,0,0,1,1,1,1,B,False,2026-04-30 03:57:49.570024+00:00
68242a77-99cd-4103-a9f3-374c29eb17de,6,pair01_12208,12208,23329,2,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,1,1,0,1,A,False,2026-04-30 03:57:52.901005+00:00
e0691ff7-6e31-46c1-903b-f174536401ed,2,pair02_15426,15426,24231,6,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,1,0,0,0,A,False,2026-04-30 03:58:12.153245+00:00
3a1ae68e-cf84-4cbe-b516-b68d763e3cd8,6,pair02_12205,12205,23329,8,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,0,0,0,0,0,0,A,False,2026-04-30 03:58:12.508414+00:00
4634307c-9f1a-43b0-adab-0e43595e0773,6,pair02_12206,12206,23329,6,no_interaction_no_occlusion,human_heavy,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-30 03:58:25.819698+00:00
a0a5489f-dcb1-45c9-9fcc-8328350924d1,2,pair02_15427,15427,24231,4,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,1,1,0,1,A,False,2026-04-30 03:58:36.393882+00:00
0b3a592b-c365-4199-bf5e-af2c90994454,5,pair01_33737,33737,32262,8,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,1,0,B,False,2026-04-30 03:58:36.935841+00:00
54786a6c-2831-42f8-9715-91ab5d17fef4,6,pair02_12207,12207,23329,4,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-30 03:58:40.871998+00:00
578a63b2-ceaa-4ed3-a4cd-4a75dfad87ca,2,pair02_15428,15428,24231,2,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,1,1,0,0,A,False,2026-04-30 03:58:47.002603+00:00
ca9480c2-b881-48fc-afcb-df05f09de3d3,5,pair01_33738,33738,32262,6,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,A,False,2026-04-30 03:59:19.827827+00:00
e1bf5403-398c-4eb4-ba4f-3b2ecc062040,2,pair01_15577,15577,24272,8,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,1,0,0,1,B,True,2026-04-30 03:59:39.610348+00:00
228821c1-122a-48ce-bdb2-8cff674d38f1,5,pair01_33739,33739,32262,4,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,0,0,A,False,2026-04-30 04:00:05.863529+00:00
ab3ab85c-87b4-4a92-99ea-9d54a37813d0,2,pair01_15578,15578,24272,6,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,0,1,A,True,2026-04-30 04:00:15.722242+00:00
7d1ae266-3ce3-4d7b-9a8c-cbbd41c66c4d,5,pair01_33740,33740,32262,2,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,0,0,1,A,False,2026-04-30 04:00:27.939300+00:00
0c57f8ab-f25f-4843-b624-51bfe2f5106b,2,pair01_15579,15579,24272,4,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,1,1,B,True,2026-04-30 04:00:51.281940+00:00
f9396bcc-3c35-4447-b43a-4bac8c020acf,2,pair01_15580,15580,24272,2,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,1,1,1,0,A,False,2026-04-30 04:01:14.416946+00:00
9b8aa8fb-69cd-46a4-b0a0-44a80a24edef,2,pair02_15577,15577,24272,8,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,0,0,0,0,1,0,B,False,2026-04-30 04:01:31.925483+00:00
ca25092a-6016-4b96-8160-860a84bee728,2,pair02_15578,15578,24272,6,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-30 04:01:58.370490+00:00
c8ec7334-40c1-4f97-b56e-0d6425a0ae05,5,pair02_33737,33737,32262,8,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-30 04:02:05.621269+00:00
df1fc25f-4935-4a8e-a296-7c32ec4dc177,2,pair02_15579,15579,24272,4,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,0,1,0,0,0,A,False,2026-04-30 04:02:14.598691+00:00
edf36367-9169-411d-bdbc-1ea33c3c02f2,2,pair02_15580,15580,24272,2,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,0,1,1,1,B,False,2026-04-30 04:02:24.823774+00:00
6664ba01-5663-455f-b7e4-aa9c8491eaa2,5,pair02_33738,33738,32262,6,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,0,0,0,0,0,A,False,2026-04-30 04:02:27.942977+00:00
4fcc16c5-a5f8-470f-b4f0-ce5c10f7b16d,5,pair02_33739,33739,32262,4,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-30 04:03:04.621944+00:00
9642752f-e2e9-439d-8db6-5fb2030c2704,5,pair02_33740,33740,32262,2,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,0,1,1,0,1,A,False,2026-04-30 04:03:31.956468+00:00
e3c55103-59a9-4983-b9fc-ef426dee0044,5,pair01_33885,33885,32299,8,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,0,0,0,A,False,2026-04-30 04:04:03.230789+00:00
c01f5d34-9e9b-4830-95a8-7a3d663f8352,2,pair01_15645,15645,24291,8,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,1,0,0,0,0,A,False,2026-04-30 04:04:42.149468+00:00
e95903a2-95fa-4440-b3fd-9058e4115e78,2,pair01_15646,15646,24291,6,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,1,0,B,False,2026-04-30 04:05:08.024097+00:00
ac98c493-136f-48c5-b191-aba99d71f361,5,pair01_33886,33886,32299,6,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,1,1,1,0,0,A,False,2026-04-30 04:05:18.872043+00:00
83158e8c-a699-4f5d-a5b1-fa3ff68db491,2,pair01_15647,15647,24291,4,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,0,1,1,1,B,False,2026-04-30 04:05:34.590550+00:00
5a7d7671-b169-4f7a-983c-1b1bb7962e2d,5,pair01_33887,33887,32299,4,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,0,0,A,False,2026-04-30 04:05:47.007804+00:00
19adc90e-4030-4daf-b23b-95f9a9cd722e,2,pair01_15648,15648,24291,2,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,0,1,A,False,2026-04-30 04:05:51.506589+00:00
89cfe92b-ff52-4e80-82a6-8e909fbafb90,2,pair02_15645,15645,24291,8,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,0,0,0,0,0,A,False,2026-04-30 04:06:14.826944+00:00
7c2f023b-ed38-4375-9dd2-1b29f69b5131,5,pair01_33888,33888,32299,2,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,1,1,1,1,A,False,2026-04-30 04:06:17.368448+00:00
d51e20a0-fe5e-49b1-ae74-c0cc809be18e,2,pair02_15646,15646,24291,6,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,0,1,1,1,B,False,2026-04-30 04:06:48.865924+00:00
ab1ee519-a4d1-4286-8e0b-65264a2e5288,5,pair02_33885,33885,32299,8,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,0,0,0,0,1,0,B,True,2026-04-30 04:07:00.575390+00:00
0f8d503e-c612-48f5-a6dd-15558a789317,2,pair02_15647,15647,24291,4,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,1,1,1,0,B,False,2026-04-30 04:07:06.481446+00:00
1e23d739-4106-4fc0-bc0b-2eaadd7fc9ce,2,pair02_15648,15648,24291,2,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,1,1,1,1,B,False,2026-04-30 04:07:22.346318+00:00
228dfa0b-def4-49cb-9751-0a7b4467be55,5,pair02_33886,33886,32299,6,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,0,0,0,1,1,0,B,False,2026-04-30 04:07:31.891523+00:00
4e9c5d29-e21e-4955-a091-1ec4feeda52a,2,pair01_15785,15785,24329,8,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,0,0,1,A,False,2026-04-30 04:08:08.648766+00:00
a336689e-0fd8-45de-8570-99860e1950b6,5,pair02_33887,33887,32299,4,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,1,0,0,1,1,1,B,False,2026-04-30 04:08:21.971337+00:00
e62b6411-cb73-405a-be28-ae384af25caa,2,pair01_15786,15786,24329,6,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,1,1,0,0,A,True,2026-04-30 04:08:44.832971+00:00
7c1cf80b-ba37-4426-80e5-86ca37980247,5,pair02_33888,33888,32299,2,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,1,1,0,0,A,False,2026-04-30 04:08:46.218698+00:00
cfc58f56-85fa-4962-9889-14436ac0678d,2,pair01_15787,15787,24329,4,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,1,1,1,B,True,2026-04-30 04:09:08.478208+00:00
5175d434-a3bf-4d2e-b616-8b11c83be008,2,pair01_15788,15788,24329,2,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,0,1,0,A,False,2026-04-30 04:09:17.668382+00:00
9e85c361-af3e-4d24-8a76-0db9a23dd156,5,pair01_33917,33917,32307,8,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,1,1,0,B,False,2026-04-30 04:09:45.571412+00:00
3a52414a-535f-40d9-a0f7-fb62d3072198,2,pair02_15785,15785,24329,8,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,0,1,0,1,B,False,2026-04-30 04:09:48.692111+00:00
09da935f-12d3-4a54-9848-ed024d7eb5fd,2,pair02_15786,15786,24329,6,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,0,1,0,1,B,False,2026-04-30 04:10:45.566804+00:00
ebee17c2-7ad2-4abe-a5d0-a72e08f898df,2,pair02_15787,15787,24329,4,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,1,0,0,1,0,1,B,True,2026-04-30 04:11:00.688180+00:00
d5f6a0ca-b8cb-48d8-aacc-798981ee2e5e,5,pair01_33918,33918,32307,6,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,0,1,1,1,B,False,2026-04-30 04:11:01.279387+00:00
a731ed02-783a-424f-9807-3a6ac162988e,2,pair02_15788,15788,24329,2,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,1,0,A,False,2026-04-30 04:11:18.433274+00:00
085cd2a9-61ec-4def-af5e-28cccedca6de,5,pair01_33919,33919,32307,4,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,1,1,0,0,A,False,2026-04-30 04:12:20.728449+00:00
dde0f96d-f71b-44ae-886c-42717f38a844,5,pair01_33920,33920,32307,2,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,1,1,B,False,2026-04-30 04:12:54.119837+00:00
ab4d94f4-0eaa-4482-8a25-e37d1b94ed17,5,pair02_33917,33917,32307,8,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-30 04:13:26.539174+00:00
1ebf7c9d-8efe-45c5-a905-b7e5706322f6,5,pair02_33918,33918,32307,6,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,1,0,0,1,1,0,B,False,2026-04-30 04:13:51.200335+00:00
83389cbb-e380-4c63-9692-f69ee9a92357,5,pair02_33919,33919,32307,4,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,0,1,0,0,B,False,2026-04-30 04:14:52.585289+00:00
963dbabf-9f8e-4921-a6cc-5f871bff3866,5,pair02_33920,33920,32307,2,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,0,0,1,0,0,B,False,2026-04-30 04:15:18.338739+00:00
47ad0b0b-9bf2-4c1a-88be-53905e854e8c,5,pair01_33921,33921,32308,8,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,0,1,1,0,0,0,A,False,2026-04-30 04:16:45.920180+00:00
652e44f6-9cc3-47fc-8072-178a4d8bf054,5,pair01_33922,33922,32308,6,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,1,1,B,False,2026-04-30 04:17:34.329961+00:00
de1dcf6d-5489-4562-b396-ebf93de83f98,5,pair01_33923,33923,32308,4,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,0,1,1,0,B,False,2026-04-30 04:18:13.918693+00:00
fe70e7b7-9e49-4507-b1b1-2c0135c8a5f2,5,pair01_33924,33924,32308,2,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,1,1,1,1,A,False,2026-04-30 04:18:31.948671+00:00
3d934b98-904f-4c4e-ac10-81b50f71ba36,5,pair02_33921,33921,32308,8,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,0,0,0,0,0,0,A,False,2026-04-30 04:23:22.068855+00:00
76071790-c556-4ac5-a4fd-f26fc5dbb44c,6,pair02_12208,12208,23329,2,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,1,1,1,1,0,1,A,False,2026-04-30 04:23:43.174245+00:00
15d42580-76f8-449c-a2f2-e7e8c89fb4ae,6,pair01_12293,12293,23354,8,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,1,1,1,1,B,False,2026-04-30 04:24:42.089976+00:00
687eaf69-03d4-4ebc-ba45-5aafe400ddfb,5,pair02_33922,33922,32308,6,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,0,0,0,1,0,0,B,False,2026-04-30 04:24:51.947636+00:00
3cc3f544-5b62-4810-ac1d-150888af6447,5,pair02_33923,33923,32308,4,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-30 04:25:23.921978+00:00
166e7288-7bdf-4558-9ec3-54283fc7fa2a,6,pair01_12294,12294,23354,6,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,1,0,B,False,2026-04-30 04:25:27.011761+00:00
bd86738d-4c6d-4c6c-95df-c01355d7b03f,6,pair01_12295,12295,23354,4,no_interaction_no_occlusion,human_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,0,0,0,A,False,2026-04-30 04:25:45.321216+00:00
e1fa11d9-c8dc-4751-a155-cb0e4c6f8c66,6,pair01_12296,12296,23354,2,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,1,1,B,False,2026-04-30 04:26:05.192922+00:00
cdd8f84a-dd43-43a2-b86c-1d713d40c14b,6,pair02_12293,12293,23354,8,no_interaction_no_occlusion,human_heavy,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-30 04:26:29.975977+00:00
84e3497b-1c84-4bcc-b192-5a774aea9fa2,5,pair02_33924,33924,32308,2,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,1,1,1,1,1,1,B,False,2026-04-30 04:26:35.713306+00:00
53c5ecac-3936-4905-baa1-45dfd568f5e6,6,pair02_12294,12294,23354,6,no_interaction_no_occlusion,human_heavy,pair02,glm,seedream_4_5,0,0,0,1,1,1,B,False,2026-04-30 04:26:44.433898+00:00
fa439652-507a-47f5-a422-1ad55ac53f01,6,pair02_12295,12295,23354,4,no_interaction_no_occlusion,human_heavy,pair02,seedream_4_5,glm,1,1,1,0,0,0,A,False,2026-04-30 04:27:00.603043+00:00
1a73fe3d-e6e3-493c-a558-bd0f7f150c35,6,pair02_12296,12296,23354,2,no_interaction_no_occlusion,human_heavy,pair02,glm,seedream_4_5,1,0,0,1,1,1,B,False,2026-04-30 04:27:13.256447+00:00
bd263234-8b9c-4784-a5e2-3c00b9b2c922,5,pair01_34101,34101,32354,8,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,1,0,B,False,2026-04-30 04:27:28.883929+00:00
5d66e8ab-003a-4b43-ba9b-2e623f992a9d,6,pair01_12485,12485,23416,8,no_interaction_no_occlusion,human_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,0,0,B,False,2026-04-30 04:27:44.002781+00:00
21978df6-66ba-4c4e-82fd-36ce2876ade4,5,pair01_34102,34102,32354,6,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,0,1,0,B,False,2026-04-30 04:27:53.675385+00:00
ef4ed679-b5b4-4e84-b807-e4233bc5ce88,5,pair01_34103,34103,32354,4,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,1,0,0,B,False,2026-04-30 04:28:53.486598+00:00
eea5354d-9bbb-445e-8d8e-873e54e36783,5,pair01_34104,34104,32354,2,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,1,1,1,1,A,False,2026-04-30 04:29:29.224666+00:00
ec33aa1f-4c3d-46c4-a0c3-3ffbd14a0a18,5,pair02_34101,34101,32354,8,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,0,0,0,0,0,0,B,False,2026-04-30 04:30:07.130440+00:00
e7991909-3b63-47d0-a31b-9eab478a2e75,5,pair02_34102,34102,32354,6,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-30 04:31:19.891151+00:00
f728a14f-e819-46e9-977d-eb8d1bc7f6e6,5,pair02_34103,34103,32354,4,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,0,0,A,False,2026-04-30 04:31:54.019287+00:00
f3e23d4f-c9f2-4735-a5eb-f332c9338c07,5,pair02_34104,34104,32354,2,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,1,1,0,1,A,False,2026-04-30 04:32:16.885707+00:00
99963bdd-4fe2-4393-9469-ae9451612e9a,5,pair01_34105,34105,32355,8,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,0,0,A,False,2026-04-30 04:33:41.230360+00:00
7fda9f88-c246-417b-9751-55e62527fb02,5,pair01_34106,34106,32355,6,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,0,1,0,0,B,False,2026-04-30 04:34:26.213926+00:00
a7e3ecef-b0f6-4ffb-8fb1-e0900c36a603,1,pair01_15931,15931,24368,4,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,0,0,1,1,1,1,B,False,2026-04-30 04:34:26.997635+00:00
cf83cec0-03ba-4ca6-8133-7d7b2c0f7e2c,1,pair01_15932,15932,24368,2,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,1,1,B,False,2026-04-30 04:34:44.142166+00:00
aa652264-b543-4466-bafe-cf3a8688a391,5,pair01_34107,34107,32355,4,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,0,1,1,1,0,B,False,2026-04-30 04:35:37.177609+00:00
6be13686-95dd-4bf6-9150-a4ebf56291cc,5,pair01_34108,34108,32355,2,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,0,1,1,1,B,False,2026-04-30 04:35:50.609432+00:00
4d3ed1b4-6103-4c01-b7b9-e3dfab30f8dc,1,pair02_16149,16149,24430,8,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,0,0,1,1,1,0,B,False,2026-04-30 04:36:20.000425+00:00
ea5efb9a-8317-4530-83bb-191bb0d55ea8,1,pair02_16150,16150,24430,6,no_interaction_no_occlusion,object_heavy,pair02,glm,seedream_4_5,0,0,0,0,0,1,B,False,2026-04-30 04:37:12.193792+00:00
ee7b1d75-8da8-4b09-8900-e8ff5af0e012,5,pair02_34105,34105,32355,8,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,0,0,0,0,0,0,B,False,2026-04-30 04:37:39.240080+00:00
6f81421c-2b65-468d-9535-103c407ada44,1,pair02_16151,16151,24430,4,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,0,0,1,1,A,False,2026-04-30 04:37:44.368208+00:00
1c1cf44d-140b-489d-b172-b834ae3a856d,1,pair02_16152,16152,24430,2,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,1,1,1,0,A,False,2026-04-30 04:37:59.782019+00:00
86a32f7b-c5bb-4f69-b69f-9f8e91e7ca9c,5,pair02_34106,34106,32355,6,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,0,0,0,0,0,A,False,2026-04-30 04:38:27.973042+00:00
5db36e18-6f4d-4a76-9117-8ddb2ed389ea,1,pair02_16197,16197,24443,8,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,0,0,1,0,0,A,False,2026-04-30 04:38:58.256118+00:00
3b83f340-0a44-4b18-9a21-31e3a1b66cc3,5,pair02_34107,34107,32355,4,occlusion_no_interaction,object_heavy,pair02,glm,seedream_4_5,0,0,0,0,1,0,B,False,2026-04-30 04:39:49.642507+00:00
ced7f3bb-0b13-490c-8ca1-22cd8af5dd8d,1,pair02_16198,16198,24443,6,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,0,1,0,0,0,A,False,2026-04-30 04:39:51.366956+00:00
7e53ddcd-ff48-4998-bc6c-b0856c0ba8bc,1,pair02_16199,16199,24443,4,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,0,1,0,0,1,A,False,2026-04-30 04:40:25.197186+00:00
ea9778f4-f9ac-4f93-bbad-d623919fee2e,1,pair02_16200,16200,24443,2,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,1,1,1,1,1,A,False,2026-04-30 04:40:36.729700+00:00
79ef3f24-1b7f-4720-9c61-70facec9360e,5,pair02_34108,34108,32355,2,occlusion_no_interaction,object_heavy,pair02,seedream_4_5,glm,1,1,0,1,1,0,A,False,2026-04-30 04:40:50.297003+00:00
f606ca43-153a-4979-9de4-a79549dd4651,5,pair01_34337,34337,32415,8,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,0,1,0,0,A,False,2026-04-30 04:41:52.797484+00:00
edc7c881-2a08-48c0-b774-451ce8436acd,1,pair01_16205,16205,24445,8,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,0,0,A,False,2026-04-30 04:42:14.085000+00:00
1549c7b9-3da5-49fb-be73-65967800336d,1,pair01_16206,16206,24445,6,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,1,1,0,0,A,False,2026-04-30 04:42:49.109937+00:00
f64ac6bb-d310-4a99-a3f6-85f0bc2c4ccb,1,pair01_16207,16207,24445,4,no_interaction_no_occlusion,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,1,0,A,False,2026-04-30 04:43:08.430606+00:00
c73cf440-a288-47b5-8fc4-112b56301bc1,5,pair01_34338,34338,32415,6,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,0,0,1,0,0,A,False,2026-04-30 04:43:10.853197+00:00
614904e5-4b13-4d41-896b-b423b91bead8,1,pair01_16208,16208,24445,2,no_interaction_no_occlusion,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,0,1,1,1,B,False,2026-04-30 04:43:19.543605+00:00
39102990-9de3-43a5-9676-d49c19b68cde,5,pair01_34339,34339,32415,4,occlusion_no_interaction,object_heavy,pair01,gpt_image_1_5,flux2_klein_9b_kv,1,1,1,1,1,0,A,False,2026-04-30 04:44:12.109771+00:00
16093c89-2437-490a-b613-22a99a755630,1,pair02_16217,16217,24448,8,no_interaction_no_occlusion,object_heavy,pair02,seedream_4_5,glm,1,0,0,0,0,0,A,False,2026-04-30 04:44:21.860618+00:00
75798a9a-de1d-473b-b9f7-9924c5b302b3,5,pair01_34340,34340,32415,2,occlusion_no_interaction,object_heavy,pair01,flux2_klein_9b_kv,gpt_image_1_5,1,1,1,1,1,1,B,False,2026-04-30 04:44:36.811713+00:00
